"fecha","log_precio"
2000-08-30,5.61276305398529
2000-08-31,5.62869962466899
2000-09-01,5.62401750618734
2000-09-05,5.61967592109875
2000-09-06,5.61385781164693
2000-09-07,5.61312810638807
2000-09-08,5.6105700482687
2000-09-11,5.60983805082867
2000-09-12,5.6091054053489
2000-09-13,5.60873888122213
2000-09-14,5.60727155186891
2000-09-15,5.60690435485037
2000-09-18,5.60359372491176
2000-09-19,5.60543432919077
2000-09-20,5.59471137960184
2000-09-21,5.59953240812135
2000-09-22,5.60506645680523
2000-09-25,5.61349302557622
2000-09-26,5.61276305398529
2000-09-27,5.62905890653672
2000-09-28,5.61895056128579
2000-09-29,5.61166720805657
2000-10-02,5.60983805082867
2000-10-03,5.60433041815699
2000-10-04,5.59953240812135
2000-10-05,5.60064173829218
2000-10-06,5.59582595448881
2000-10-09,5.59879228339581
2000-10-10,5.60727155186891
2000-10-11,5.60027209828654
2000-10-12,5.62184906981133
2000-10-13,5.60727155186891
2000-10-16,5.60396213937399
2000-10-17,5.60248777901851
2000-10-18,5.59953240812135
2000-10-19,5.59879228339581
2000-10-20,5.60285660107742
2000-10-23,5.59879228339581
2000-10-24,5.59879228339581
2000-10-25,5.58424795181763
2000-10-26,5.57935237323719
2000-10-27,5.57746308489313
2000-10-30,5.57708477542397
2000-10-31,5.57935237323719
2000-11-01,5.57557022038114
2000-11-02,5.57746308489313
2000-11-03,5.57821927474781
2000-11-06,5.57784125129835
2000-11-07,5.57708477542397
2000-11-08,5.57972982598622
2000-11-09,5.58274410035352
2000-11-10,5.57784125129835
2000-11-13,5.57708477542397
2000-11-14,5.57935237323719
2000-11-15,5.58010713631843
2000-11-16,5.58274410035352
2000-11-17,5.58236789870868
2000-11-20,5.58462344698049
2000-11-21,5.58236789870868
2000-11-22,5.58462344698049
2000-11-27,5.59879228339581
2000-11-28,5.59768089852891
2000-11-29,5.58499891575514
2000-11-30,5.59879228339581
2000-12-01,5.59359556105141
2000-12-04,5.60101124171457
2000-12-05,5.59990232159663
2000-12-06,5.61422235344107
2000-12-07,5.6102041723783
2000-12-08,5.60653713506318
2000-12-11,5.59916247070386
2000-12-12,5.59953240812135
2000-12-13,5.59322330681258
2000-12-14,5.59471137960184
2000-12-15,5.59990232159663
2000-12-18,5.5973102754072
2000-12-19,5.5973102754072
2000-12-20,5.6076386141033
2000-12-21,5.61203266064667
2000-12-22,5.61203266064667
2000-12-26,5.61349302557622
2000-12-27,5.61749815041613
2000-12-28,5.60469856136065
2000-12-29,5.605802066296
2001-01-02,5.59247838235715
2001-01-03,5.59098698051086
2001-01-04,5.58837157747697
2001-01-05,5.59098698051086
2001-01-08,5.59098698051086
2001-01-09,5.58911956633606
2001-01-10,5.57859715534953
2001-01-11,5.57594910314632
2001-01-12,5.57557022038114
2001-01-16,5.57329402014058
2001-01-17,5.57291424583046
2001-01-18,5.57670643829197
2001-01-19,5.57708477542397
2001-01-22,5.58499891575514
2001-01-23,5.58387220092057
2001-01-24,5.57708477542397
2001-01-25,5.57784125129835
2001-01-26,5.57139324016056
2001-01-29,5.57139324016056
2001-01-30,5.58161484068199
2001-01-31,5.58199144058238
2001-02-01,5.59285091394892
2001-02-02,5.58762314296697
2001-02-05,5.58048430434124
2001-02-06,5.57329402014058
2001-02-07,5.57139324016056
2001-02-08,5.56106619592064
2001-02-09,5.56029691816335
2001-02-12,5.56337036776351
2001-02-13,5.56183476510451
2001-02-14,5.55837124835298
2001-02-15,5.54165564907374
2001-02-16,5.55373452568997
2001-02-20,5.54556801703803
2001-02-21,5.55373452568997
2001-02-22,5.55489569394848
2001-02-23,5.5641371687486
2001-02-26,5.58274410035352
2001-02-27,5.58874564184243
2001-02-28,5.58649926828798
2001-03-01,5.58048430434124
2001-03-02,5.56872613361633
2001-03-05,5.57025108203168
2001-03-06,5.56029691816335
2001-03-07,5.56605177784079
2001-03-08,5.58123809890068
2001-03-09,5.60138049596046
2001-03-12,5.60433041815699
2001-03-13,5.58649926828798
2001-03-14,5.57025108203168
2001-03-15,5.56068163101553
2001-03-16,5.55334713037244
2001-03-19,5.55991205725024
2001-03-20,5.56260286119342
2001-03-21,5.56796272820891
2001-03-22,5.56490349908124
2001-03-23,5.56643428350498
2001-03-26,5.56796272820891
2001-03-27,5.56452040732269
2001-03-28,5.55952716567306
2001-03-29,5.55605551545893
2001-03-30,5.55257188922109
2001-04-02,5.54361374638255
2001-04-03,5.54829752428064
2001-04-04,5.55450874828803
2001-04-05,5.55334713037244
2001-04-06,5.56068163101553
2001-04-09,5.55412165284267
2001-04-10,5.5502426718449
2001-04-11,5.55566913637803
2001-04-12,5.56106619592064
2001-04-16,5.57329402014058
2001-04-17,5.56490349908124
2001-04-18,5.56566912581003
2001-04-19,5.58086121513151
2001-04-20,5.57897477796379
2001-04-23,5.5748121396506
2001-04-24,5.57632784241371
2001-04-25,5.56987003380958
2001-04-26,5.57746308489313
2001-04-27,5.57557022038114
2001-04-30,5.57594910314632
2001-05-01,5.57746308489313
2001-05-02,5.58123809890068
2001-05-03,5.58462344698049
2001-05-04,5.58387220092057
2001-05-07,5.58387220092057
2001-05-08,5.58010713631843
2001-05-09,5.59842195899838
2001-05-10,5.59508308041408
2001-05-11,5.59061375376775
2001-05-14,5.59210571193388
2001-05-15,5.59136006800773
2001-05-16,5.605802066296
2001-05-17,5.61166720805657
2001-05-18,5.66087495240792
2001-05-21,5.65389168365691
2001-05-22,5.65284001732696
2001-05-23,5.64756481617954
2001-05-24,5.63157016241084
2001-05-25,5.62726131478546
2001-05-29,5.6123978682706
