"fecha","retorno"
2013-01-03,-0.0168260932238139
2013-01-04,-0.0106985373585575
2013-01-07,-0.00174568662821362
2013-01-08,-0.019406734307793
2013-01-09,-0.00118805566620117
2013-01-10,-0.0032755697145993
2013-01-11,-0.0186638305176474
2013-01-14,0.0105787932215058
2013-01-15,0.0190596513818091
2013-01-16,0.00588225945820098
2013-01-17,0.00817775446301339
2013-01-18,0.00406367581454625
2013-01-22,0.019223232731628
2013-01-23,0.0227570455585416
2013-01-24,0.0271286601370793
2013-01-25,-0.000270553693937026
2013-01-28,0.0279980735523483
2013-01-29,-0.00210566565478121
2013-01-30,-0.0113955023468212
2013-01-31,-0.000266254731276061
2013-02-01,0.0208420474359292
2013-02-04,-0.0147292300631835
2013-02-05,0.0102808428012574
2013-02-06,0.0269095835669204
2013-02-07,0.00788322377438166
2013-02-08,-0.00609759233388218
2013-02-11,-0.0211186064500136
2013-02-12,-0.0138907700950132
2013-02-13,0.0146713452861256
2013-02-14,-0.00469242995625752
2013-02-15,-0.0326679015930036
2013-02-19,0.0587173199055581
2013-02-20,-0.0190190047177655
2013-02-21,-0.0917874470723169
2013-02-22,0.0266605381711127
2013-02-25,-0.049094630027177
2013-02-26,0.00145306823370972
2013-02-27,0.0192730014705054
2013-02-28,-0.00772199791417949
2013-03-01,-0.00518139501270798
2013-03-04,0.0264859725273324
2013-03-05,0.0296295818996665
2013-03-06,0.027981661043306
2013-03-07,0.0142257441274495
2013-03-08,0.00625818099538433
2013-03-11,0.0162437694378393
2013-03-12,0.000511249628739829
2013-03-13,-0.00358507420964027
2013-03-14,-0.0561930538083295
2013-03-15,-0.0432559134891974
2013-03-18,-0.00397534048856862
2013-03-19,-0.00199320445721796
2013-03-20,0.0244979506924571
2013-03-21,0.00166757180775523
2013-03-22,0.016797628868751
2013-03-25,0.0245462250601999
2013-03-26,0.00875446731975837
2013-03-27,0.00789269352128152
2013-03-28,-0.00710057725057067
2013-04-01,0.147910361096719
2013-04-02,0.00928963932648652
2013-04-03,-0.0758791095320006
2013-04-04,0.0218996961782769
2013-04-05,-0.015351878032462
2013-04-08,0.0110579487959885
2013-04-09,-0.0323119001514243
2013-04-10,0.0330288651290962
2013-04-11,0.0404968745616048
2013-04-12,0.00366399033113818
2013-04-15,-0.0103389667513141
2013-04-16,0.0515355640842845
2013-04-17,-0.00307550794677214
2013-04-18,0.0328962184031891
2013-04-19,0.0181441511304314
2013-04-22,0.0481626098411694
2013-04-23,0.0162059853231535
2013-04-24,-0.0114355431944302
2013-04-25,0.0306575638412789
2013-04-26,-0.0155043799645034
2013-04-29,0.0705023649583745
2013-04-30,-0.0174430166005795
2013-05-01,-0.0132377257996263
2013-05-02,0.015457864847894
2013-05-03,0.0080989035915735
2013-05-06,0.0868585731120832
2013-05-07,-0.0694131317150657
2013-05-08,0.00503128538005382
2013-05-09,0.218292410130139
2013-05-10,0.100796648898294
2013-05-13,0.134377849708433
2013-05-14,-0.0533334843964908
2013-05-15,0.0190391953001932
2013-05-16,0.0837351444508032
2013-05-17,-0.00816334178006506
2013-05-20,-0.0171962064790541
2013-05-21,-0.0264759612470631
2013-05-22,-0.00400385021151339
2013-05-23,0.0610291320190348
2013-05-24,0.045843328990822
2013-05-28,0.127940409532246
2013-05-29,-0.053045508994682
2013-05-30,0.00305378053975125
2013-05-31,-0.070968631808771
2013-06-03,-0.0543342462304504
2013-06-04,0.0240101304375993
2013-06-05,0.00557269919627035
2013-06-06,0.0205486641597001
2013-06-07,0.0470522664440269
2013-06-10,-0.0196948905272718
2013-06-11,-0.0573877710979653
2013-06-12,0.03392624878012
2013-06-13,0.00459391359325756
2013-06-14,0.021363275912988
2013-06-17,0.0187658942552662
2013-06-18,0.0115766334555731
2013-06-19,0.0123998268754768
2013-06-20,-0.0392589364719391
2013-06-21,-0.0109891109749378
2013-06-24,0.0193001942193605
2013-06-25,0.00892649580447791
2013-06-26,0.0319073328902164
2013-06-27,0.0328446944314122
2013-06-28,-0.0174511518551406
2013-07-01,0.0875235759497974
2013-07-02,0.00544691406910403
2013-07-03,-0.0221411775238889
2013-07-05,0.0412244825725989
2013-07-08,0.0125777771317259
2013-07-09,0.0150169756842229
2013-07-10,-0.00960450466779639
2013-07-11,0.0269501649098078
2013-07-12,0.0335830856448518
2013-07-15,-0.0205326439718081
2013-07-16,-0.154425772060848
2013-07-17,0.0977665062002162
2013-07-18,-0.0101975043902787
2013-07-19,0.00544603689491474
2013-07-22,0.0227178729018385
2013-07-23,0.00252890900518832
2013-07-24,-0.00850938273615265
2013-07-25,0.0192869229160508
2013-07-26,0.0419852953886752
2013-07-29,0.0396248404437665
2013-07-30,-0.0216256472605849
2013-07-31,0.0190967952248919
2013-08-01,0.00941346384598951
2013-08-02,0.0179130659665896
2013-08-05,0.0472707381764472
2013-08-06,-0.0176414866810153
2013-08-07,-0.0573281799361127
2013-08-08,0.13401556369374
2013-08-09,-0.00313239698527834
2013-08-12,-0.0374236877569651
2013-08-13,-0.0133194268969454
2013-08-14,-0.0426342842416414
2013-08-15,0.00222192578599811
2013-08-16,0.0165446817460086
2013-08-19,0.0202167222013987
2013-08-20,0.0317875454740397
2013-08-21,-0.0115655140975126
2013-08-22,0.0606166827824519
2013-08-23,0.0297256461125581
2013-08-26,0.01459879429706
2013-08-27,0.0168466870037576
2013-08-28,-0.00335865493306642
2013-08-29,-0.00234579712274385
2013-08-30,0.0175495539492116
2013-09-03,-0.000355151535968101
2013-09-04,0.00989528006494833
2013-09-05,-0.00405231618362123
2013-09-06,-0.0175724321817716
