"Fecha","Retorno","Activo"
2015-01-14,-0.237557715495306,"BITCOIN"
2015-08-18,-0.200634162324426,"BITCOIN"
2017-07-20,0.214595819210646,"BITCOIN"
2017-09-14,-0.207529846818868,"BITCOIN"
2017-12-07,0.225118954341328,"BITCOIN"
2020-03-12,-0.464730175339774,"BITCOIN"
2013-05-09,0.218292410130139,"TESLA"
2020-03-16,-0.205522302175501,"TESLA"
2020-09-08,-0.236517894457677,"TESLA"
