"Activo","Observaciones","Desde","Hasta","NA_detectados","Media","Desviacion","Min","Max","Skewness","Kurtosis"
"bitcoin",3758,"2014-09-18","2024-12-31",0,0.00141552560743252,0.0364569881580011,-0.464730175339774,0.225118954341328,-0.723985566160913,11.3799181580924
