"Activo","Observaciones","Desde","Hasta","NA_detectados","Media","Desviacion","Min","Max","Skewness","Kurtosis"
"ibex35",6356,"2000-01-04","2024-12-30",64,-9.94946036211617e-07,0.0141475249942968,-0.151511759380115,0.134836366938508,-0.297272821507266,11.0979080161493
