"Activo","Observaciones","Desde","Hasta","NA_detectados","Media","Desviacion","Min","Max","Skewness","Kurtosis"
"sp500",6287,"2000-01-04","2024-12-30",0,0.00022283614587297,0.0122347907766431,-0.127652197472817,0.109571967595341,-0.386114305512267,10.3947625420308
