"Activo","Observaciones","Desde","Hasta","NA_detectados","Media","Desviacion","Min","Max","Skewness","Kurtosis"
"tesla",3018,"2013-01-03","2024-12-30",0,0.00171522136815302,0.0360051503669614,-0.236517894457677,0.218292410130139,0.0544142002598487,7.63731346029601
