"Activo","Observaciones","Desde","Hasta","NA_detectados","Media","Desviacion","Min","Max","Skewness","Kurtosis"
"oro",6104,"2000-08-31","2024-12-30",82,0.000369077181097784,0.0108749371470303,-0.0982057916660999,0.0864316566603041,-0.295763924340242,8.35209368169069
