"Activo","Observaciones","Desde","Hasta","NA_detectados","Media","Desviacion","Min","Max","Skewness","Kurtosis"
"bovespa",6190,"2000-01-04","2024-12-30",87,0.000316762536908999,0.0172647366961128,-0.159930265676044,0.136766115946621,-0.34320387608699,6.82853690781968
